file_name,cluster,position,industry,company_size,established
job_001.json,0,AIエンジニア,ソフトウェア,不明,不明
job_002.json,0,AIエンジニア,ソフトウェア,101～500人,スタートアップ
job_003.json,0,AIエンジニア,ソフトウェア,101～500人,不明
job_004.json,0,AIエンジニア,ソフトウェア,不明,不明
job_005.json,0,AIコンサルタント,コンサルティング,101～500人,スタートアップ
job_006.json,0,AIソリューションエンジニア,ソフトウェア,101～500人,不明
job_007.json,0,プロジェクトマネージャー,ソフトウェア,101～500人,不明
job_008.json,0,DX AIエンジニア,インターネットサービス,501～1000人,不明
job_009.json,1,アプリ開発エンジニア,ソフトウェア,101～500人,不明
job_010.json,0,Generative AIエンジニア,ソフトウェア,不明,不明
job_011.json,2,LLMエンジニア,ソフトウェア,101～500人,不明
job_012.json,2,LLMエンジニア,ソフトウェア,101～500人,不明
job_013.json,2,MLOpsエンジニア,ソフトウェア,101～500人,不明
job_014.json,2,NLP LLMエンジニア,ソフトウェア,501～1000人,創立30年以上
job_015.json,2,Research engineer,ソフトウェア,不明,スタートアップ
job_016.json,2,Research Scientist（LLM評価）,ソフトウェア,31～100人,スタートアップ
job_017.json,1,Shopifyエンジニア,ソフトウェア,101～500人,創立30年以上
job_018.json,0,UIUXエンジニア,ソフトウェア,101～500人,創立30年以上
job_019.json,1,エンジニア,自動車,101～500人,創立30年以上
job_020.json,1,オフショアチームリーダー,ソフトウェア,101～500人,不明
job_021.json,0,カスタマーサクセスマネージャー,ソフトウェア,101～500人,不明
job_022.json,0,キャリアアドバイザー,コンサルティング,31～100人,スタートアップ
job_023.json,1,グローバルマーケティング責任者,エンターテイメント,不明,不明
job_024.json,1,シニアソフトウェア開発エンジニア,ソフトウェア,501～1000人,不明
job_025.json,1,ソフトウェアエンジニア,フィンテック,101～500人,創立30年以上
job_026.json,2,フルスタックエンジニア,ソフトウェア,不明,不明
job_027.json,1,プロジェクトマネージャー,インターネットサービス,1000人以上,創立30年以上
job_028.json,1,プロダクトデザインエンジニア,ソフトウェア,101～500人,創立30年以上
job_029.json,2,プロンプトエンジニア,ソフトウェア,不明,不明
job_030.json,0,プロンプトエンジニア,ソフトウェア,101～500人,創立30年以上
job_031.json,2,基盤モデルアプリケーションエンジニア,ソフトウェア,不明,不明
job_032.json,2,大規模言語モデルエンジニア,ソフトウェア,不明,不明
job_033.json,2,大規模言語モデルエンジニア,ソフトウェア,不明,不明
job_034.json,1,新規事業開発マネージャー,ビジネスクリエイティブ,不明,不明
job_035.json,1,機器開発エンジニア,宇宙関連,31～100人,創立30年以上
job_036.json,2,機械学習エンジニア,コンサルティング,101～500人,スタートアップ
job_037.json,0,生成AIエンジニア,ソフトウェア,不明,不明
job_038.json,0,生成AIコンサルタント,コンサルティング,101～500人,不明
job_039.json,2,研究サイエンティスト（生成AI）,ソフトウェア,不明,不明
job_040.json,0,研究開発メンバー,ソフトウェア,不明,不明
job_041.json,1,編集長／副編集長／プロンプトエンジニア,インターネットサービス,101～500人,創立30年以上
job_042.json,2,自然言語処理エンジニア,ソフトウェア,101～500人,創立30年以上
job_043.json,2,自然言語処理エンジニア,ソフトウェア,101～500人,不明
job_044.json,1,装置開発ソフトウェアエンジニア,ソフトウェア,101～500人,創立30年以上
job_045.json,1,開発責任者,ドローン技術,501～1000人,創立30年以上
job_046.json,1,データサイエンティスト,通信・キャリア,501〜5000人,不明
job_047.json,0,データサイエンティスト／生成AIエンジニア,通信・キャリア,501〜5000人,不明
job_048.json,0,生成AIエンジニア,自動車,1000人以上,創立30年以上
job_049.json,0,画像生成AIエンジニア,インターネットサービス,101～500人,創立30年以上
job_050.json,0,生成AIエンジニア,外食,5001人以上,1982年
job_051.json,0,生成AIソフトウェアエンジニア,コンサルティング・ソフトウェア,1000人以上,不明
job_052.json,0,生成AIエンジニア,ソフトウエア,1000人以上,創立30年以上
job_053.json,0,生成AIエンジニア,ソフトウェア／コンサルティング,5001人以上,不明
job_054.json,0,生成AIエンジニア,自動車,1〜30人,不明
job_055.json,0,生成AIエンジニア,コンサルティング,501〜5000人,創立30年以上
job_056.json,0,生成AIソフトウェアエンジニア,インターネットサービス,501〜5000人,1997年
job_057.json,0,データサイエンティスト,インターネットサービス,不明,スタートアップ
job_058.json,0,生成AIエンジニア,ソフトウェア,101～500人,創立30年以上
job_059.json,0,生成AIエンジニア,自動車,5001人以上,創立30年以上
job_060.json,0,生成AIエンジニア,自動車,5001人以上,創立30年以上
job_061.json,0,生成AIエンジニア,インターネットサービス,不明,不明
job_062.json,1,データベースエンジニア,通信・キャリア,1000人以上,不明
job_063.json,0,生成AIソフトウェアエンジニア,ソフトウェア,501〜5000人,不明
job_064.json,0,生成AIエンジニア,ソフトウエア・コンサルティング,1000人以上,不明
job_065.json,0,生成AI基盤開発エンジニア,自動車,1000人以上,創立30年以上
job_066.json,0,生成AIエンジニア,ソフトウェア・インターネットサービス,501〜5000人,不明
job_067.json,0,生成AIエンジニア,ロボティクス・自動化,31～100人,スタートアップ
job_068.json,0,生成AIエンジニア,コンサルティング,501〜5000人,創立30年以上
job_069.json,0,生成AIエンジニア,デジタルマーケティング,1000人以上,不明
job_070.json,0,生成AIエンジニア,インターネットサービス,不明,スタートアップ
job_071.json,0,Senior生成AIエンジニア,ソフトウエア,不明,スタートアップ
job_072.json,0,生成AIエンジニア,コンサルティング,不明,不明
job_073.json,0,生成AIエンジニア,ソフトウェア,不明,スタートアップ
job_074.json,0,生成AIエンジニア,ソフトウェア,1000人以上,創立30年以上
job_075.json,0,生成AIエンジニア：テックリード,ソフトウェア・コンサルティング,5001人以上,不明
job_076.json,0,生成AIエンジニア,インターネットサービス,31～100人,スタートアップ
job_077.json,0,生成AIエンジニア（リーダー候補）,ソフトウェア,1000人以上,スタートアップ
job_078.json,0,生成AIエンジニア,SIer,不明,不明
job_079.json,0,生成AIエンジニア,半導体,不明,不明
job_080.json,0,生成AIエンジニア,半導体製造,501〜5000人,不明
job_081.json,0,画像生成AIエンジニア,ソフトウェア,不明,2013年
job_082.json,1,データサイエンティスト,インターネットサービス,1000人以上,創立30年以上
job_083.json,0,生成AIソフトウェアエンジニア,ソフトウェア,101〜500人,不明
job_084.json,1,財務経理部長候補,インターネットサービス,1000人以上,創立30年以上
job_085.json,1,AIスペシャリスト,コンサルティング,501〜5000人,不明
job_086.json,0,生成AI領域担当｜DXコンサルタント,コンサルティング,501〜5000人,不明
job_087.json,0,AIエンジニア,インターネットサービス,101～500人,スタートアップ
job_088.json,2,フルスタックエンジニア,インターネットサービス／ソフトウェア,不明,スタートアップ
job_089.json,1,プロジェクトリーダー‧マネージャー,情報システム‧社内SE,5001人以上,不明
job_090.json,2,LLMOpsエンジニア,ソフトウェア,不明,スタートアップ
job_091.json,2,コンテキストエンジニア,ソフトウエア,101～500人,スタートアップ
job_092.json,0,生成AIコンサルタント,ソフトウエア,501～1000人,スタートアップ
job_093.json,0,教材開発ディレクター,インターネットサービス,31〜100人,2022年
job_094.json,1,先端技術動向調査担当,通信・キャリア,5001人以上,不明
job_095.json,2,LLMリサーチャー,コンサルティング,501〜5000人,不明
job_096.json,0,AIテックリード,銀行・信託銀行,5001人以上,不明
job_097.json,2,シニアソフトウェアエンジニア,インターネットサービス,不明,不明
job_098.json,0,AI戦略/AI活用コンサルマネージャー（事業責任者候補）,コンサルティング・インターネットサービス,501〜5000人,2009年創業
job_099.json,0,AI Engineer,インターネットサービス,501〜5000人,不明
job_100.json,1,データサイエンティスト,インターネットサービス,1000人以上,不明
job_101.json,0,Generative AI エンジニア,インターネットサービス,501〜5000人,2010年
job_102.json,0,AIエンジニア,インターネットサービス,101〜500人,2021年
job_103.json,1,編集長,インターネットサービス,不明,スタートアップ
job_104.json,0,AI研究開発エンジニア,ソフトウェア,不明,スタートアップ
job_105.json,1,SaaS開発ディレクター,インターネットサービス,不明,2021年
job_106.json,2,LLMエンジニア,インターネットサービス,不明,スタートアップ
job_107.json,0,生成AIエンジニア,インターネットサービス,1000人以上,不明
job_108.json,0,コンサルタント（生成AI領域担当）,広告・PR,501〜5000人,不明
job_109.json,1,プロダクトマネージャー,インターネットサービス,不明,スタートアップ
job_110.json,0,生成AIエンジニア,インターネットサービス,501～1000人,創立30年以上
job_111.json,1,CX Lead（AI/機械学習）,インターネットサービス,1000人以上,スタートアップ
job_112.json,0,AI推進スペシャリスト,インターネットサービス,1000人以上,創立30年以上
job_113.json,1,クラウドエンジニア,デジタルマーケティング,不明,2019年
job_114.json,0,AIセキュリティエンジニア（シニア）,インターネットサービス,1000人以上,創立30年以上
job_115.json,1,プロジェクトリーダー／マネージャー,専門商社,501〜5000人,不明
job_116.json,1,プロジェクトリーダー・マネージャー,機械・精密・計測機器,1000人以上,創立30年以上
job_117.json,1,プロジェクトリーダー・マネージャー,機械 精密・計測機器,5001人以上,1963年
job_118.json,0,採用コンサルタント,ソフトウェア,101～500人,創立30年以上
job_119.json,0,生成AIエンジニア,ソフトウェア・インターネットサービス,501〜5000人,不明
job_120.json,0,課長職,SIer,1000人以上,不明
job_121.json,0,生成AIエンジニア,自動車,不明,スタートアップ
job_122.json,0,AIビジネスデベロップメント,インターネットサービス,101〜500人,スタートアップ
job_123.json,0,AI戦略責任者候補,インターネットサービス,101〜500人,急成長テック企業
job_124.json,0,データサイエンティスト,インターネットサービス,501〜5000人,不明
job_125.json,1,顧客情報分析職,日用品・化粧品,501〜5000人,不明
job_126.json,1,開発エンジニア,コンサルティング・インターネットサービス,31～100人,スタートアップ
job_127.json,0,データエンジニア,ソフトウエア,1000人以上,創立30年以上
job_128.json,1,役員秘書（戦略担当）,エネルギー／再生可能エネルギー,不明,スタートアップ
job_129.json,1,先端技術動向調査‧レポート担当,インターネットサービス／通信・キャリア,1000人以上,不明
job_130.json,2,データサイエンティスト,広告・PR,501〜5000人,不明
job_131.json,1,リードエンジニア,コンサルティング,31～100人,創立5年以内
job_132.json,0,Generative AIエンジニア,ソフトウェア・インターネットサービス,1000人以上,スタートアップ
job_133.json,2,NLP‧LLMエンジニア,インターネットサービス・ソフトウェア,1000人以上,不明
job_134.json,1,マーケティングリサーチャー,インターネットサービス,501〜5000人,不明
job_135.json,0,AIエンジニア,生命保険,1000人以上,創立30年以上
job_136.json,0,フロントエンドエンジニア,ソフトウエア,1〜30人,不明
job_137.json,0,AIテックリード,銀行・信託銀行,1000人以上,創立30年以上
job_138.json,1,マーケティングリサーチャー,インターネットサービス・ゲーム,1000人以上,不明
job_139.json,0,病院DXコンサルタント,インターネットサービス,不明,スタートアップ
job_140.json,0,フロントエンドエンジニア／インフラエンジニア／データサイエンティスト,ソフトウエア,31～100人,スタートアップ
job_141.json,0,AIエンジニア,インターネットサービス,101〜500人,不明
job_142.json,1,マーケティングリサーチャー,インターネットサービス,501〜5000人,不明
job_143.json,1,ソリューション営業（DX推進プロデューサー）,広告・PR,501～1000人,不明
job_144.json,1,情報システム‧社内SE,化学‧石油 素材,501〜5000人,創立30年以上
job_145.json,2,Software Development Engineer in Test/SDET,コンサルティング,1000人以上,不明
job_146.json,0,生成AIエンジニア,自動車,1000人以上,創立30年以上
job_147.json,0,AI Context Architect,SIer,不明,新規事業
job_148.json,0,AI駆動開発テックリード,コンサルティング,1000人以上,創立30年
job_149.json,0,データサイエンティスト,クレジット・信販,1000人以上,創立30年以上
job_150.json,0,シニアAIエンジニア,ソフトウエア,不明,不明
job_151.json,0,AIエンジニア,損害保険,5001人以上,140年の歴史を持つ老舗
job_152.json,0,AIエンジニア,通信・キャリア,不明,不明
job_153.json,1,編集長/副編集長/プロンプトエンジニア,インターネットサービス,101〜500人,創立30年以上
job_154.json,1,戦略コンサルタント,コンサルティング,101～500人,スタートアップ
job_155.json,0,AIエンジニア,インターネットサービス,31〜100人,設立年（スタートアップ）
job_156.json,0,生成AI活用戦略コンサルタント,コンサルティング,1〜30人,2023年
job_157.json,1,プロンプトエンジニア,ソフトウェア,1000人以上,創業9年
job_158.json,0,生成AIソフトウェアエンジニア,ソフトウェア,101〜500人,不明
job_159.json,2,プロンプトエンジニア,研究・開発,1000人以上,創立30年以上
job_160.json,2,生成AIエンジニア／DXコンサルタント,コンサルティング,501〜5000人,2005年
job_161.json,0,AI Full Stack Developer（Senior Consultant 〜 Manager）,SIer,501〜5000人,創立30年以上
